"geom_wkt","time_start","time_end","fad_class","distance","ndistance","surface","nsurface","number_of_trajectories"
"POLYGON ((-14.0000000000000000 -5.0000000000000000, -14.0000000000000000 -4.0000000000000000, -13.0000000000000000 -4.0000000000000000, -13.0000000000000000 -5.0000000000000000, -14.0000000000000000 -5.0000000000000000))","2010-03-01","2010-03-31","W",95.287,0.481349579203669,2060.255,0.720591609434525,1
"POLYGON ((-15.0000000000000000 1.0000000000000000, -15.0000000000000000 2.0000000000000000, -14.0000000000000000 2.0000000000000000, -14.0000000000000000 1.0000000000000000, -15.0000000000000000 1.0000000000000000))","2011-11-01","2011-11-30","W",26.281,0.132760484547227,680.134,0.237882618263827,1
"POLYGON ((-15.0000000000000000 2.0000000000000000, -15.0000000000000000 3.0000000000000000, -14.0000000000000000 3.0000000000000000, -14.0000000000000000 2.0000000000000000, -15.0000000000000000 2.0000000000000000))","2012-04-01","2012-04-30","W",31.38,0.158518473615615,782.111,0.273549936413913,1
"POLYGON ((-15.0000000000000000 3.0000000000000000, -15.0000000000000000 4.0000000000000000, -14.0000000000000000 4.0000000000000000, -14.0000000000000000 3.0000000000000000, -15.0000000000000000 3.0000000000000000))","2012-04-01","2012-04-30","W",22.837,0.115362854746967,611.356,0.213826931121368,1
"POLYGON ((-15.0000000000000000 -4.0000000000000000, -15.0000000000000000 -3.0000000000000000, -14.0000000000000000 -3.0000000000000000, -14.0000000000000000 -4.0000000000000000, -15.0000000000000000 -4.0000000000000000))","2014-05-01","2014-05-31","W",77.978,0.393911839885228,1584.611,0.554231098003719,1
"POLYGON ((-15.0000000000000000 4.0000000000000000, -15.0000000000000000 5.0000000000000000, -14.0000000000000000 5.0000000000000000, -14.0000000000000000 4.0000000000000000, -15.0000000000000000 4.0000000000000000))","2012-04-01","2012-04-30","W",61.944,0.312914860728033,1238.778,0.43327308160984,1
"POLYGON ((-15.0000000000000000 4.0000000000000000, -15.0000000000000000 5.0000000000000000, -14.0000000000000000 5.0000000000000000, -14.0000000000000000 4.0000000000000000, -15.0000000000000000 4.0000000000000000))","2013-01-01","2013-01-31","W",111.077,0.561113973671183,2221.536,0.777001003107254,1
"POLYGON ((-15.0000000000000000 -5.0000000000000000, -15.0000000000000000 -4.0000000000000000, -14.0000000000000000 -4.0000000000000000, -14.0000000000000000 -5.0000000000000000, -15.0000000000000000 -5.0000000000000000))","2014-05-01","2014-05-31","W",0,0,129.46,0.0452797298185873,1
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 6.0000000000000000, -14.0000000000000000 6.0000000000000000, -14.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))","2013-01-01","2013-01-31","W",25.315,0.127880661554471,506.305,0.177084455475049,1
"POLYGON ((-16.0000000000000000 1.0000000000000000, -16.0000000000000000 2.0000000000000000, -15.0000000000000000 2.0000000000000000, -15.0000000000000000 1.0000000000000000, -16.0000000000000000 1.0000000000000000))","2009-12-01","2009-12-31","W",83.368,0.42113983774336,1821.859,0.637210592364913,1
"POLYGON ((-16.0000000000000000 1.0000000000000000, -16.0000000000000000 2.0000000000000000, -15.0000000000000000 2.0000000000000000, -15.0000000000000000 1.0000000000000000, -16.0000000000000000 1.0000000000000000))","2011-11-01","2011-11-30","W",127.147,0.642292809585872,2487.658,0.870079423150372,1
"POLYGON ((-16.0000000000000000 2.0000000000000000, -16.0000000000000000 3.0000000000000000, -15.0000000000000000 3.0000000000000000, -15.0000000000000000 2.0000000000000000, -16.0000000000000000 2.0000000000000000))","2011-11-01","2011-11-30","W",0,0,55.282,0.0193353470093553,1
"POLYGON ((-16.0000000000000000 2.0000000000000000, -16.0000000000000000 3.0000000000000000, -15.0000000000000000 3.0000000000000000, -15.0000000000000000 2.0000000000000000, -16.0000000000000000 2.0000000000000000))","2012-04-01","2012-04-30","W",115.666,0.584295658675072,2313.316,0.809101834273251,1
"POLYGON ((-16.0000000000000000 5.0000000000000000, -16.0000000000000000 6.0000000000000000, -15.0000000000000000 6.0000000000000000, -15.0000000000000000 5.0000000000000000, -16.0000000000000000 5.0000000000000000))","2013-01-01","2013-01-31","W",74.566,0.376675860536073,1645.819,0.575639113628128,1
"POLYGON ((-17.0000000000000000 1.0000000000000000, -17.0000000000000000 2.0000000000000000, -16.0000000000000000 2.0000000000000000, -16.0000000000000000 1.0000000000000000, -17.0000000000000000 1.0000000000000000))","2009-12-01","2009-12-31","W",71.093,0.359131735014498,1421.868,0.497310357467133,1
"POLYGON ((-17.0000000000000000 1.0000000000000000, -17.0000000000000000 2.0000000000000000, -16.0000000000000000 2.0000000000000000, -16.0000000000000000 1.0000000000000000, -17.0000000000000000 1.0000000000000000))","2011-11-01","2011-11-30","W",7.472,0.037745380333202,204.723,0.0716036005534578,1
"POLYGON ((-17.0000000000000000 2.0000000000000000, -17.0000000000000000 3.0000000000000000, -16.0000000000000000 3.0000000000000000, -16.0000000000000000 2.0000000000000000, -17.0000000000000000 2.0000000000000000))","2009-12-01","2009-12-31","W",34.477,0.174163206336698,844.04,0.295210127885682,1
"POLYGON ((-17.0000000000000000 2.0000000000000000, -17.0000000000000000 3.0000000000000000, -16.0000000000000000 3.0000000000000000, -16.0000000000000000 2.0000000000000000, -17.0000000000000000 2.0000000000000000))","2011-11-01","2011-11-30","W",119.675,0.60454742925267,2338.217,0.81781116960627,1
"POLYGON ((-17.0000000000000000 2.0000000000000000, -17.0000000000000000 3.0000000000000000, -16.0000000000000000 3.0000000000000000, -16.0000000000000000 2.0000000000000000, -17.0000000000000000 2.0000000000000000))","2011-12-01","2011-12-31","W",111.74,0.564463168955031,2389.312,0.835682077956963,1
"POLYGON ((-17.0000000000000000 2.0000000000000000, -17.0000000000000000 3.0000000000000000, -16.0000000000000000 3.0000000000000000, -16.0000000000000000 2.0000000000000000, -17.0000000000000000 2.0000000000000000))","2012-04-01","2012-04-30","W",115.666,0.584295658675072,2313.316,0.809101834273251,1
"POLYGON ((-18.0000000000000000 10.0000000000000000, -18.0000000000000000 11.0000000000000000, -17.0000000000000000 11.0000000000000000, -17.0000000000000000 10.0000000000000000, -18.0000000000000000 10.0000000000000000))","2012-05-01","2012-05-31","W",37.383,0.188843087927742,1056.685,0.369584514933987,1
"POLYGON ((-18.0000000000000000 11.0000000000000000, -18.0000000000000000 12.0000000000000000, -17.0000000000000000 12.0000000000000000, -17.0000000000000000 11.0000000000000000, -18.0000000000000000 11.0000000000000000))","2013-02-01","2013-02-28","W",0,0,49.524,0.0173214378150449,1
"POLYGON ((-18.0000000000000000 2.0000000000000000, -18.0000000000000000 3.0000000000000000, -17.0000000000000000 3.0000000000000000, -17.0000000000000000 2.0000000000000000, -18.0000000000000000 2.0000000000000000))","2011-11-01","2011-11-30","W",109.393,0.552607118681741,2180.541,0.762662655170339,1
"POLYGON ((-18.0000000000000000 2.0000000000000000, -18.0000000000000000 3.0000000000000000, -17.0000000000000000 3.0000000000000000, -17.0000000000000000 2.0000000000000000, -18.0000000000000000 2.0000000000000000))","2011-12-01","2011-12-31","W",28.107,0.141984663413451,562.144,0.196614617944847,1
"POLYGON ((-18.0000000000000000 2.0000000000000000, -18.0000000000000000 3.0000000000000000, -17.0000000000000000 3.0000000000000000, -17.0000000000000000 2.0000000000000000, -18.0000000000000000 2.0000000000000000))","2012-04-01","2012-04-30","W",53.687,0.271203992766142,1067.667,0.373425562306671,1
"POLYGON ((-18.0000000000000000 3.0000000000000000, -18.0000000000000000 4.0000000000000000, -17.0000000000000000 4.0000000000000000, -17.0000000000000000 3.0000000000000000, -18.0000000000000000 3.0000000000000000))","2011-11-01","2011-11-30","W",17.754,0.0896856909041312,360.124,0.125956414500146,1
"POLYGON ((-18.0000000000000000 3.0000000000000000, -18.0000000000000000 4.0000000000000000, -17.0000000000000000 4.0000000000000000, -17.0000000000000000 3.0000000000000000, -18.0000000000000000 3.0000000000000000))","2011-12-01","2011-12-31","W",70.304,0.355146041079421,1560.591,0.545829899871149,1
"POLYGON ((-18.0000000000000000 3.0000000000000000, -18.0000000000000000 4.0000000000000000, -17.0000000000000000 4.0000000000000000, -17.0000000000000000 3.0000000000000000, -18.0000000000000000 3.0000000000000000))","2012-04-01","2012-04-30","W",25.486,0.128744481152568,670.306,0.234445192150301,1
"POLYGON ((-18.0000000000000000 -5.0000000000000000, -18.0000000000000000 -4.0000000000000000, -17.0000000000000000 -4.0000000000000000, -17.0000000000000000 -5.0000000000000000, -18.0000000000000000 -5.0000000000000000))","2012-02-01","2012-02-29","W",63.813,0.322356257387931,1430.772,0.500424606766567,1
"POLYGON ((-18.0000000000000000 6.0000000000000000, -18.0000000000000000 7.0000000000000000, -17.0000000000000000 7.0000000000000000, -17.0000000000000000 6.0000000000000000, -18.0000000000000000 6.0000000000000000))","2011-11-01","2011-11-30","W",80.345,0.40586892169046,1761.415,0.616069792201506,1
"POLYGON ((-19.0000000000000000 11.0000000000000000, -19.0000000000000000 12.0000000000000000, -18.0000000000000000 12.0000000000000000, -18.0000000000000000 11.0000000000000000, -19.0000000000000000 11.0000000000000000))","2013-02-01","2013-02-28","W",106.538,0.538184867497146,2235.74,0.781968972227779,1
"POLYGON ((-19.0000000000000000 12.0000000000000000, -19.0000000000000000 13.0000000000000000, -18.0000000000000000 13.0000000000000000, -18.0000000000000000 12.0000000000000000, -19.0000000000000000 12.0000000000000000))","2013-02-01","2013-02-28","W",82.23,0.41539114357591,1640.91,0.573922149363649,1
"POLYGON ((-19.0000000000000000 2.0000000000000000, -19.0000000000000000 3.0000000000000000, -18.0000000000000000 3.0000000000000000, -18.0000000000000000 2.0000000000000000, -19.0000000000000000 2.0000000000000000))","2011-11-01","2011-11-30","W",0,0,7.325,0.00256198069613125,1
"POLYGON ((-19.0000000000000000 3.0000000000000000, -19.0000000000000000 4.0000000000000000, -18.0000000000000000 4.0000000000000000, -18.0000000000000000 3.0000000000000000, -19.0000000000000000 3.0000000000000000))","2011-11-01","2011-11-30","W",0.42,0.0021216621707635,157.85,0.0552093724074154,1
"POLYGON ((-19.0000000000000000 -5.0000000000000000, -19.0000000000000000 -4.0000000000000000, -18.0000000000000000 -4.0000000000000000, -18.0000000000000000 -5.0000000000000000, -19.0000000000000000 -5.0000000000000000))","2012-02-01","2012-02-29","W",111.328,0.562381919397044,2226.559,0.778757839835809,1
"POLYGON ((-19.0000000000000000 6.0000000000000000, -19.0000000000000000 7.0000000000000000, -18.0000000000000000 7.0000000000000000, -18.0000000000000000 6.0000000000000000, -19.0000000000000000 6.0000000000000000))","2011-11-01","2011-11-30","W",111.591,0.563710484042069,2231.815,0.780596170284801,1
"POLYGON ((-20.0000000000000000 12.0000000000000000, -20.0000000000000000 13.0000000000000000, -19.0000000000000000 13.0000000000000000, -19.0000000000000000 12.0000000000000000, -20.0000000000000000 12.0000000000000000))","2013-02-01","2013-02-28","W",0.1,0.000505157659705594,158.831,0.0555524854535458,1
"POLYGON ((-20.0000000000000000 -5.0000000000000000, -20.0000000000000000 -4.0000000000000000, -19.0000000000000000 -4.0000000000000000, -19.0000000000000000 -5.0000000000000000, -20.0000000000000000 -5.0000000000000000))","2012-02-01","2012-02-29","W",111.328,0.562381919397044,2226.559,0.778757839835809,1
"POLYGON ((-20.0000000000000000 6.0000000000000000, -20.0000000000000000 7.0000000000000000, -19.0000000000000000 7.0000000000000000, -19.0000000000000000 6.0000000000000000, -20.0000000000000000 6.0000000000000000))","2011-11-01","2011-11-30","W",99.204,0.501136604734338,2138.592,0.747990637665628,1
"POLYGON ((2.0000000000000000 -1.0000000000000000, 2.0000000000000000 0.0000000000000000, 3.0000000000000000 0.0000000000000000, 3.0000000000000000 -1.0000000000000000, 2.0000000000000000 -1.0000000000000000))","2012-02-01","2012-02-29","W",30.831,0.155745158063832,771.137,0.269711687108883,1
