"geom_wkt","time_start","time_end","ocean","flag","gear","species","schooltype","catchtype","catchunit","v_catch","number_of_points"
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-10-01,1992-10-31,"ATL","FRA","BB","BET","FS","L","MT",262.857,31
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-10-01,1992-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",19.467,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-10-01,1992-10-31,"ATL","FRA","BB","YFT","FS","L","MT",157.052,25
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-11-01,1992-11-30,"ATL","FRA","BB","BET","FS","L","MT",110.224,30
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-11-01,1992-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",80.103,16
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-11-01,1992-11-30,"ATL","FRA","BB","YFT","FS","L","MT",174.698,39
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","BET","FS","L","MT",90.969,22
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",84.89,24
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","YFT","FS","L","MT",9.071,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-01-01,1993-01-31,"ATL","FRA","BB","BET","FS","L","MT",39.243,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-01-01,1993-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",23.379,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-01-01,1993-01-31,"ATL","FRA","BB","YFT","FS","L","MT",3.514,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-06-01,1993-06-30,"ATL","FRA","BB","BET","FS","L","MT",61.736,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-06-01,1993-06-30,"ATL","FRA","BB","SKJ","FS","L","MT",60.738,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-06-01,1993-06-30,"ATL","FRA","BB","YFT","FS","L","MT",72.786,10
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-07-01,1993-07-31,"ATL","FRA","BB","BET","FS","L","MT",165.661,30
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-07-01,1993-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",33.985,17
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-07-01,1993-07-31,"ATL","FRA","BB","YFT","FS","L","MT",224.633,39
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-08-01,1993-08-31,"ATL","FRA","BB","BET","FS","L","MT",44.87,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-08-01,1993-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",37.696,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-08-01,1993-08-31,"ATL","FRA","BB","YFT","FS","L","MT",120.844,17
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-09-01,1993-09-30,"ATL","FRA","BB","BET","FS","L","MT",74.203,16
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-09-01,1993-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",44.923,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-09-01,1993-09-30,"ATL","FRA","BB","YFT","FS","L","MT",98.883,17
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-10-01,1993-10-31,"ATL","FRA","BB","BET","FS","L","MT",42.063,20
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-10-01,1993-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",71.923,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-10-01,1993-10-31,"ATL","FRA","BB","YFT","FS","L","MT",35.37,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-11-01,1993-11-30,"ATL","FRA","BB","BET","FS","L","MT",68.22,26
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-11-01,1993-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",104.974,26
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1993-11-01,1993-11-30,"ATL","FRA","BB","YFT","FS","L","MT",19.553,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-06-01,1994-06-30,"ATL","FRA","BB","BET","FS","L","MT",49.06,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-06-01,1994-06-30,"ATL","FRA","BB","SKJ","FS","L","MT",42.927,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-06-01,1994-06-30,"ATL","FRA","BB","YFT","FS","L","MT",26.574,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-07-01,1994-07-31,"ATL","FRA","BB","BET","FS","L","MT",84.294,23
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-07-01,1994-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",55.513,18
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-07-01,1994-07-31,"ATL","FRA","BB","YFT","FS","L","MT",114.922,31
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-08-01,1994-08-31,"ATL","FRA","BB","BET","FS","L","MT",74.403,17
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-08-01,1994-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",52.145,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-08-01,1994-08-31,"ATL","FRA","BB","YFT","FS","L","MT",101.271,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-09-01,1994-09-30,"ATL","FRA","BB","BET","FS","L","MT",94.237,27
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-09-01,1994-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",61.677,34
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-09-01,1994-09-30,"ATL","FRA","BB","YFT","FS","L","MT",44.254,21
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-10-01,1994-10-31,"ATL","FRA","BB","BET","FS","L","MT",85.289,19
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-10-01,1994-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",9.861,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-10-01,1994-10-31,"ATL","FRA","BB","YFT","FS","L","MT",1.702,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-11-01,1994-11-30,"ATL","FRA","BB","BET","FS","L","MT",40.16,14
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-11-01,1994-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",109.517,26
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-11-01,1994-11-30,"ATL","FRA","BB","YFT","FS","L","MT",2.5,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-12-01,1994-12-31,"ATL","FRA","BB","BET","FS","L","MT",44.169,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-12-01,1994-12-31,"ATL","FRA","BB","LTA","FS","L","MT",7.098,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-12-01,1994-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",111.545,24
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1994-12-01,1994-12-31,"ATL","FRA","BB","YFT","FS","L","MT",1.014,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-06-01,1995-06-30,"ATL","FRA","BB","BET","FS","L","MT",3.84,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-07-01,1995-07-31,"ATL","FRA","BB","BET","FS","L","MT",205.966,42
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-07-01,1995-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",83.836,24
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-07-01,1995-07-31,"ATL","FRA","BB","YFT","FS","L","MT",99.389,32
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-08-01,1995-08-31,"ATL","FRA","BB","BET","FS","L","MT",41.855,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-08-01,1995-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",84.227,20
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-08-01,1995-08-31,"ATL","FRA","BB","YFT","FS","L","MT",22.61,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-09-01,1995-09-30,"ATL","FRA","BB","BET","FS","L","MT",20.175,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-09-01,1995-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",25.047,9
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-09-01,1995-09-30,"ATL","FRA","BB","YFT","FS","L","MT",6.604,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-10-01,1995-10-31,"ATL","FRA","BB","BET","FS","L","MT",75.869,25
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-10-01,1995-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",30.873,18
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-10-01,1995-10-31,"ATL","FRA","BB","YFT","FS","L","MT",28.954,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-11-01,1995-11-30,"ATL","FRA","BB","BET","FS","L","MT",23.449,18
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-11-01,1995-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",107.388,38
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-11-01,1995-11-30,"ATL","FRA","BB","YFT","FS","L","MT",15.528,10
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-12-01,1995-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",31.969,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1995-12-01,1995-12-31,"ATL","FRA","BB","YFT","FS","L","MT",2.254,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-07-01,1996-07-31,"ATL","FRA","BB","BET","FS","L","MT",151.685,15
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-07-01,1996-07-31,"ATL","FRA","BB","YFT","FS","L","MT",55.247,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-08-01,1996-08-31,"ATL","FRA","BB","BET","FS","L","MT",105.844,13
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-08-01,1996-08-31,"ATL","FRA","BB","SKJ","FS","L","MT",41.238,7
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-08-01,1996-08-31,"ATL","FRA","BB","YFT","FS","L","MT",24.725,6
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-09-01,1996-09-30,"ATL","FRA","BB","BET","FS","L","MT",86.296,16
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-09-01,1996-09-30,"ATL","FRA","BB","SKJ","FS","L","MT",53.233,18
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-09-01,1996-09-30,"ATL","FRA","BB","YFT","FS","L","MT",26.803,11
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-10-01,1996-10-31,"ATL","FRA","BB","BET","FS","L","MT",6.923,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-10-01,1996-10-31,"ATL","FRA","BB","SKJ","FS","L","MT",11.895,3
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-10-01,1996-10-31,"ATL","FRA","BB","YFT","FS","L","MT",1.116,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-11-01,1996-11-30,"ATL","FRA","BB","BET","FS","L","MT",21.91,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-11-01,1996-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",9.697,10
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-11-01,1996-11-30,"ATL","FRA","BB","YFT","FS","L","MT",1.547,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-12-01,1996-12-31,"ATL","FRA","BB","BET","FS","L","MT",11.718,5
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-12-01,1996-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",6.975,8
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1996-12-01,1996-12-31,"ATL","FRA","BB","YFT","FS","L","MT",2.79,2
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","BET","FS","L","MT",6.839,5
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",70.8,20
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","YFT","FS","L","MT",0.88,1
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-02-01,1997-02-28,"ATL","FRA","BB","BET","FS","L","MT",75.915,24
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-02-01,1997-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",23.444,12
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-02-01,1997-02-28,"ATL","FRA","BB","YFT","FS","L","MT",10.648,4
"POLYGON ((-20.0000000000000000 15.0000000000000000, -20.0000000000000000 20.0000000000000000, -15.0000000000000000 20.0000000000000000, -15.0000000000000000 15.0000000000000000, -20.0000000000000000 15.0000000000000000))",1997-03-01,1997-03-31,"ATL","FRA","BB","BET","FS","L","MT",32.956,17
