"geom_wkt","time_start","time_end","ocean","flag","gear","species","schooltype","catchtype","catchunit","v_catch","number_of_points"
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1991-01-01,1991-01-31,"ATL","FRA","BB","YFT","FS","L","MT",9.495,3
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1991-02-01,1991-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",1.087,1
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1991-02-01,1991-02-28,"ATL","FRA","BB","YFT","FS","L","MT",3.261,1
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1992-01-01,1992-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",5.438,4
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1992-01-01,1992-01-31,"ATL","FRA","BB","YFT","FS","L","MT",107.61,9
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1992-02-01,1992-02-29,"ATL","FRA","BB","SKJ","FS","L","MT",6.979,3
"POLYGON ((-15.0000000000000000 5.0000000000000000, -15.0000000000000000 10.0000000000000000, -10.0000000000000000 10.0000000000000000, -10.0000000000000000 5.0000000000000000, -15.0000000000000000 5.0000000000000000))",1992-02-01,1992-02-29,"ATL","FRA","BB","YFT","FS","L","MT",23.728,6
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-01-01,1991-01-31,"ATL","FRA","BB","BET","FS","L","MT",7.677,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-01-01,1991-01-31,"ATL","FRA","BB","LTA","FS","L","MT",7.609,4
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-01-01,1991-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",20.044,15
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-01-01,1991-01-31,"ATL","FRA","BB","YFT","FS","L","MT",84.416,32
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-02-01,1991-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",2.669,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-02-01,1991-02-28,"ATL","FRA","BB","YFT","FS","L","MT",28.447,7
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-07-01,1991-07-31,"ATL","FRA","BB","SKJ","FS","L","MT",17.439,6
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1991-07-01,1991-07-31,"ATL","FRA","BB","YFT","FS","L","MT",34.471,8
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-02-01,1992-02-29,"ATL","FRA","BB","SKJ","FS","L","MT",2.592,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-06-01,1992-06-30,"ATL","FRA","BB","SKJ","FS","L","MT",9.28,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-11-01,1992-11-30,"ATL","FRA","BB","YFT","FS","L","MT",1.841,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","BET","FS","L","MT",5.451,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","DSC","FS","D","MT",1.784,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",20.011,7
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1992-12-01,1992-12-31,"ATL","FRA","BB","YFT","FS","L","MT",5.947,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-01-01,1993-01-31,"ATL","FRA","BB","BET","FS","L","MT",46.021,10
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-01-01,1993-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",19.834,8
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-01-01,1993-01-31,"ATL","FRA","BB","YFT","FS","L","MT",2.912,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-02-01,1993-02-28,"ATL","FRA","BB","BET","FS","L","MT",13.13,7
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-02-01,1993-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",28.459,23
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-02-01,1993-02-28,"ATL","FRA","BB","YFT","FS","L","MT",58.828,16
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-03-01,1993-03-31,"ATL","FRA","BB","YFT","FS","L","MT",135.477,6
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-11-01,1993-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",57.471,9
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-11-01,1993-11-30,"ATL","FRA","BB","YFT","FS","L","MT",18.266,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-12-01,1993-12-31,"ATL","FRA","BB","BET","FS","L","MT",5.313,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-12-01,1993-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",309.391,45
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1993-12-01,1993-12-31,"ATL","FRA","BB","YFT","FS","L","MT",84.093,19
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-01-01,1994-01-31,"ATL","FRA","BB","BET","FS","L","MT",0.755,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-01-01,1994-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",62.933,23
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-01-01,1994-01-31,"ATL","FRA","BB","YFT","FS","L","MT",263.972,43
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-02-01,1994-02-28,"ATL","FRA","BB","BET","FS","L","MT",0.549,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-02-01,1994-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",1.784,4
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-02-01,1994-02-28,"ATL","FRA","BB","YFT","FS","L","MT",21.915,11
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-03-01,1994-03-31,"ATL","FRA","BB","LTA","FS","L","MT",10.821,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-03-01,1994-03-31,"ATL","FRA","BB","SKJ","FS","L","MT",18.373,9
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-03-01,1994-03-31,"ATL","FRA","BB","YFT","FS","L","MT",59.34,17
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-04-01,1994-04-30,"ATL","FRA","BB","SKJ","FS","L","MT",6.562,2
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-04-01,1994-04-30,"ATL","FRA","BB","YFT","FS","L","MT",3.282,2
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-11-01,1994-11-30,"ATL","FRA","BB","DSC","FS","D","MT",0.913,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1994-12-01,1994-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",4.611,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-01-01,1995-01-31,"ATL","FRA","BB","BET","FS","L","MT",22.432,9
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-01-01,1995-01-31,"ATL","FRA","BB","LTA","FS","L","MT",1.92,2
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-01-01,1995-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",23.075,17
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-01-01,1995-01-31,"ATL","FRA","BB","YFT","FS","L","MT",48.319,19
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-02-01,1995-02-28,"ATL","FRA","BB","BET","FS","L","MT",5.693,4
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-02-01,1995-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",12.459,14
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-02-01,1995-02-28,"ATL","FRA","BB","YFT","FS","L","MT",4.509,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-12-01,1995-12-31,"ATL","FRA","BB","BET","FS","L","MT",1.92,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1995-12-01,1995-12-31,"ATL","FRA","BB","SKJ","FS","L","MT",34.556,13
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-01-01,1996-01-31,"ATL","FRA","BB","BET","FS","L","MT",13.213,10
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-01-01,1996-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",86.305,52
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-01-01,1996-01-31,"ATL","FRA","BB","YFT","FS","L","MT",114.785,40
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-02-01,1996-02-29,"ATL","FRA","BB","BET","FS","L","MT",0.558,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-02-01,1996-02-29,"ATL","FRA","BB","SKJ","FS","L","MT",11.665,16
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-02-01,1996-02-29,"ATL","FRA","BB","YFT","FS","L","MT",48.555,16
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-11-01,1996-11-30,"ATL","FRA","BB","BET","FS","L","MT",0.558,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-11-01,1996-11-30,"ATL","FRA","BB","SKJ","FS","L","MT",10.088,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1996-12-01,1996-12-31,"ATL","FRA","BB","YFT","FS","L","MT",0.989,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","BET","FS","L","MT",3.299,2
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","LTA","FS","L","MT",0.55,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","SKJ","FS","L","MT",24.599,13
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-01-01,1997-01-31,"ATL","FRA","BB","YFT","FS","L","MT",12.688,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-02-01,1997-02-28,"ATL","FRA","BB","BET","FS","L","MT",21.622,11
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-02-01,1997-02-28,"ATL","FRA","BB","LTA","FS","L","MT",2.904,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-02-01,1997-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",14.313,10
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-03-01,1997-03-31,"ATL","FRA","BB","BET","FS","L","MT",7.744,4
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-03-01,1997-03-31,"ATL","FRA","BB","LTA","FS","L","MT",4.84,2
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-03-01,1997-03-31,"ATL","FRA","BB","SKJ","FS","L","MT",7.401,4
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-03-01,1997-03-31,"ATL","FRA","BB","YFT","FS","L","MT",3.045,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-04-01,1997-04-30,"ATL","FRA","BB","LTA","FS","L","MT",22.264,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-05-01,1997-05-31,"ATL","FRA","BB","LTA","FS","L","MT",89.54,9
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-06-01,1997-06-30,"ATL","FRA","BB","FRI","FS","L","MT",12.21,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1997-06-01,1997-06-30,"ATL","FRA","BB","LTA","FS","L","MT",94.865,7
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-02-01,1998-02-28,"ATL","FRA","BB","BET","FS","L","MT",16.371,3
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-02-01,1998-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",42.372,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-04-01,1998-04-30,"ATL","FRA","BB","BET","FS","L","MT",7.872,5
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-04-01,1998-04-30,"ATL","FRA","BB","SKJ","FS","L","MT",20.796,12
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-05-01,1998-05-31,"ATL","FRA","BB","BET","FS","L","MT",11.243,9
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-05-01,1998-05-31,"ATL","FRA","BB","SKJ","FS","L","MT",9.868,10
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-05-01,1998-05-31,"ATL","FRA","BB","YFT","FS","L","MT",5.586,7
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1998-11-01,1998-11-30,"ATL","FRA","BB","LTA","FS","L","MT",20.705,6
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1999-01-01,1999-01-31,"ATL","FRA","BB","LTA","FS","L","MT",34.238,8
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1999-01-01,1999-01-31,"ATL","FRA","BB","YFT","FS","L","MT",17.205,9
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1999-02-01,1999-02-28,"ATL","FRA","BB","BET","FS","L","MT",2.943,1
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1999-02-01,1999-02-28,"ATL","FRA","BB","SKJ","FS","L","MT",73.877,26
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1999-02-01,1999-02-28,"ATL","FRA","BB","YFT","FS","L","MT",10.07,4
"POLYGON ((-20.0000000000000000 10.0000000000000000, -20.0000000000000000 15.0000000000000000, -15.0000000000000000 15.0000000000000000, -15.0000000000000000 10.0000000000000000, -20.0000000000000000 10.0000000000000000))",1999-03-01,1999-03-31,"ATL","FRA","BB","SKJ","FS","L","MT",4.415,2
