"fad_id","section_id","pos_id","date","lon_fad","lat_fad","fad_class"
4,1,128430,"2009-10-26 12:00:00",-5.61133,-1.0065,"W"
14,7,480197,"2008-09-14 13:00:00",55.4602,-4.621,"B"
16,1,173620,"2008-08-12 21:00:00",7.306,-4.32433,"W"
22,6,624423,"2010-01-25 13:00:00",1.8855,4.07767,"W"
22,6,1280079,"2010-05-18 00:00:00",1.3735,1.7225,"W"
25,3,1249126,"2010-05-31 07:00:00",-20.155,5.03067,"W"
26,7,60098,"2009-05-06 19:00:00",-0.107667,5.11933,"W"
27,2,100545,"2009-06-06 08:00:00",-16.8797,6.48833,"W"
30,1,525068,"2008-10-23 03:00:00",43.1717,-7.95433,"W"
35,1,170198,"2008-02-02 10:00:00",-4.8825,0.7035,"B"
36,12,167082,"2008-07-19 16:00:00",-15.4683,10.4088,"W"
41,3,41154,"2007-04-30 18:00:00",-15.6925,6.17717,"W"
52,2,111970,"2009-09-22 15:00:00",-4.258,-1.30583,"W"
55,1,38171,"2007-03-16 04:00:00",-19.1338,9.59683,"W"
55,4,31471,"2007-07-07 16:00:00",-3.55633,-2.35133,"W"
62,3,365037,"2009-06-10 18:00:00",69.9338,-12.9238,"B"
66,1,54443,"2009-02-25 13:00:00",-14.8388,-1.2535,"W"
69,2,38398,"2007-03-07 15:00:00",-9.61333,0.187167,"W"
74,3,3814360,"2011-03-30 16:00:00",-4.3,2.96433,"W"
77,13,1245581,"2010-06-27 15:00:00",7.6225,-3.63717,"W"
79,2,602477,"2010-01-21 21:00:00",8.2435,2.38583,"W"
85,2,45452,"2009-08-27 08:00:00",-1.66833,0.033,"W"
88,3,132841,"2009-10-23 15:00:00",-3.66667,-1.55883,"W"
88,3,88631,"2009-11-10 15:00:00",-1.16583,-3.21767,"W"
94,2,88257,"2009-11-11 16:00:00",-19.7863,3.47467,"W"
96,4,128960,"2009-10-21 12:00:00",7.1685,-0.161,"W"
102,2,92338,"2009-11-26 14:00:00",-15.7617,9.1255,"W"
103,1,629528,"2010-01-09 22:00:00",-3.40217,0.9925,"W"
117,9,1353793,"2010-06-09 11:00:00",8.37583,-2.21717,"W"
118,6,70905,"2009-12-23 18:00:00",-9.999,-3.14017,"W"
120,2,39980,"2007-03-28 10:00:00",-9.17967,-0.589167,"W"
136,4,23860,"2007-11-14 18:00:00",-23.8483,2.23133,"W"
141,1,518656,"2008-10-19 11:00:00",50.9502,-2.913,"W"
142,2,1283811,"2010-05-14 16:00:00",-50.8227,18.916,"W"
149,2,136822,"2009-10-17 05:00:00",12.65,-9.3525,"W"
151,1,42781,"2007-04-30 00:00:00",-19.726,9.58767,"W"
155,2,70166,"2009-12-17 19:00:00",-1.4555,-11.6927,"W"
155,2,603314,"2010-01-15 13:00:00",-2.72,-10.3913,"W"
157,1,163034,"2008-07-18 13:00:00",-3.83633,2.70917,"W"
160,1,24221,"2007-11-05 19:00:00",-1.3075,2.78883,"W"
161,2,89787,"2009-11-27 13:00:00",2.25633,2.15767,"W"
164,1,140818,"2006-12-23 21:00:00",-13.295,-1.40767,"W"
167,14,76861,"2009-12-04 12:00:00",-34.0575,11.825,"W"
168,7,489741,"2008-01-17 14:00:00",55.6225,-7.363,"W"
168,7,535865,"2008-02-17 14:00:00",62.2738,-6.5185,"W"
174,2,114056,"2009-09-11 02:00:00",-8.7055,3.04017,"W"
175,1,19321,"2007-05-09 11:00:00",-15.3397,4.64967,"W"
176,2,613443,"2010-02-28 03:00:00",-26.9997,4.411,"W"
176,2,1322794,"2010-06-04 03:00:00",-20.0113,5.78133,"W"
182,3,641503,"2010-03-12 15:00:00",-12.4282,-4.7055,"W"
182,3,640681,"2010-03-19 15:00:00",-13.8518,-4.84717,"W"
183,1,142661,"2006-12-18 09:00:00",-14.8047,4.56717,"W"
187,2,1250264,"2010-09-24 21:00:00",0.937667,1.67917,"W"
191,1,20989,"2007-02-24 05:00:00",-5.4555,1.621,"W"
192,1,144342,"2006-12-09 10:00:00",-11.6135,4.07,"W"
192,1,141230,"2006-12-11 10:00:00",-11.6988,3.89433,"W"
200,2,168556,"2008-02-26 18:00:00",-24.1255,-3.64883,"W"
203,1,4655,"2007-12-14 11:00:00",-14.7438,3.816,"W"
204,4,38729,"2007-03-25 09:00:00",-19.013,9.36183,"W"
208,6,1429070,"2010-07-28 07:00:00",-22.0635,9.2625,"W"
210,2,66804,"2009-12-06 15:00:00",-7.27133,-3.81667,"W"
214,1,78191,"2009-03-29 13:00:00",-29.0658,-3.63167,"W"
214,1,120887,"2009-07-13 13:00:00",-52.5022,6.69017,"W"
216,4,62855,"2009-12-15 15:00:00",-15.326,1.39133,"W"
216,4,66032,"2009-12-26 17:00:00",-16.8535,2.13583,"W"
217,19,133682,"2009-10-02 19:00:00",-11.526,3.63933,"W"
219,25,1246620,"2010-09-17 20:00:00",-32.5852,5.07133,"W"
225,10,1321955,"2010-04-07 20:00:00",-10.9238,-2.84183,"W"
228,4,257858,"2009-03-22 22:00:00",67.7992,-2.26917,"W"
229,5,620722,"2010-01-19 05:00:00",1.5175,-2.19333,"B"
229,15,1319933,"2010-09-16 07:00:00",-13.8563,-7.041,"W"
235,10,78509,"2009-03-15 17:00:00",-13.2067,4.95967,"W"
239,21,73485,"2009-12-04 09:00:00",-14.2127,8.02667,"W"
240,13,1262169,"2010-09-25 19:00:00",8.91933,3.20833,"W"
243,2,624355,"2010-01-02 12:00:00",-30.7993,4.54267,"W"
243,2,1254201,"2010-08-05 12:00:00",-26.2638,8.2375,"W"
243,2,3870204,"2011-01-23 12:00:00",-26.2997,10.2772,"W"
243,2,3855985,"2011-08-24 12:00:00",-26.5108,7.71017,"W"
244,1,96783,"2009-11-26 05:00:00",7.52383,-3.351,"W"
255,1,610689,"2010-01-09 14:00:00",-4.80967,1.13217,"W"
255,1,611889,"2010-02-28 14:00:00",-8.15217,2.8285,"W"
256,3,50527,"2009-08-30 07:00:00",-0.698333,1.85217,"W"
259,5,161966,"2008-07-02 21:00:00",-4.84017,-0.868333,"W"
269,3,119991,"2009-07-01 10:00:00",-1.103,0.688833,"W"
281,19,3830214,"2011-09-15 19:00:00",-18.7243,11.4263,"W"
282,6,527959,"2008-06-27 03:00:00",58.7522,10.173,"W"
283,10,1346031,"2010-05-11 15:00:00",-24.1683,5.00083,"W"
284,1,85863,"2009-01-22 15:00:00",5.76667,2.9105,"W"
302,2,35613,"2007-01-30 13:00:00",-18.4093,3.51683,"W"
308,5,4736,"2007-12-09 06:00:00",-25.6667,-1.468,"W"
311,2,30484,"2007-07-09 04:00:00",-7.0455,-0.285167,"W"
313,3,148951,"2008-12-16 13:00:00",-11.3955,3.36417,"W"
313,3,86845,"2009-01-07 13:00:00",-11.1177,3.05767,"W"
313,5,55970,"2009-02-22 13:00:00",-11.7327,-0.643833,"W"
315,9,1366323,"2010-08-11 16:00:00",6.60417,-1.4535,"B"
316,2,457767,"2008-08-24 12:00:00",55.4602,-4.62133,"B"
316,4,155368,"2008-10-08 11:00:00",2.001,-5.5185,"W"
316,7,134587,"2009-10-30 11:00:00",-1.558,-0.149333,"W"
326,6,147921,"2008-12-07 15:00:00",3.45683,3.14417,"W"
326,6,147471,"2008-12-23 03:00:00",4.69767,3.16967,"W"
329,2,241977,"2009-05-30 20:00:00",42.5897,-19.9092,"W"
330,3,145050,"2008-06-21 18:00:00",-16.5193,4.4035,"W"
346,6,1268203,"2010-04-27 21:00:00",-33.8372,5.0985,"W"
346,6,1357934,"2010-06-26 21:00:00",-21.0847,4.45083,"W"
348,1,139064,"2006-11-28 17:00:00",-9.89967,1.28383,"W"
352,6,42757,"2007-04-12 18:00:00",-16.2732,6.64183,"W"
352,9,2665,"2007-09-19 06:00:00",-14.5677,3.2525,"W"
354,3,615574,"2010-02-21 15:00:00",-25.7613,6.793,"W"
357,3,614494,"2010-01-11 19:00:00",-1.45267,-2.52,"B"
363,2,142243,"2006-12-08 03:00:00",-0.263,5.52417,"B"
363,4,33482,"2007-01-23 14:00:00",0.026,5.6475,"B"
381,9,147674,"2008-12-14 18:00:00",-18.696,4.3235,"W"
381,14,77542,"2009-12-26 18:00:00",-5.28483,3.21467,"W"
388,4,3829072,"2011-09-07 14:00:00",-6.381,0.279333,"W"
398,4,105196,"2009-09-11 06:00:00",-1.7835,1.22633,"W"
399,2,130243,"2009-10-13 12:00:00",2.281,-1.59017,"W"
413,22,1329479,"2010-04-06 04:00:00",-16.2942,1.73417,"W"
416,5,512612,"2008-04-20 10:00:00",77.5773,-1.14517,"W"
429,18,1253264,"2010-06-30 16:00:00",6.63883,0.405833,"W"
435,9,328563,"2009-02-24 01:00:00",63.1643,-6.63917,"W"
437,2,148869,"2008-12-13 06:00:00",-7.35433,2.30217,"W"
438,3,461188,"2008-08-14 03:00:00",43.8325,-4.49017,"B"
444,10,130501,"2009-10-04 14:00:00",-11.5118,3.62833,"B"
448,14,100591,"2009-06-14 22:00:00",-1.213,3.22333,"W"
448,16,109853,"2009-09-11 01:00:00",-2.37833,1.4325,"W"
452,6,157564,"2008-05-07 17:00:00",-11.9658,2.66967,"W"
457,8,448843,"2008-07-17 04:00:00",51.4502,1.99333,"W"
460,15,17163,"2007-08-29 06:00:00",9.02083,-4.133,"W"
461,2,155446,"2008-10-27 17:00:00",-17.368,5.0335,"W"
472,1,633283,"2010-03-08 07:00:00",-2.41333,1.216,"W"
472,1,636636,"2010-03-10 07:00:00",-2.84,1.34433,"W"
478,4,101609,"2009-06-18 12:00:00",-8.93067,3.53433,"W"
478,4,125183,"2009-07-15 12:00:00",0.3835,2.67933,"W"
480,3,1291135,"2010-05-13 08:00:00",-21.6408,4.26333,"W"
489,2,36803,"2007-01-07 13:00:00",-15.4205,1.90267,"W"
492,5,19,"2007-09-17 18:00:00",-11.7583,6.9955,"W"
493,6,22767,"2007-02-21 01:00:00",-11.9917,3.50383,"W"
495,2,123078,"2009-07-10 09:00:00",-17.7373,12.6685,"W"
500,8,644271,"2010-03-31 15:00:00",-22.5222,1.34917,"W"
520,2,11576,"2007-06-23 18:00:00",-21.4792,-1.27217,"W"
525,9,129505,"2009-10-09 20:00:00",-8.15483,0.637167,"W"
534,1,19987,"2007-05-15 12:00:00",7.29467,-0.211,"W"
534,4,18294,"2007-08-15 00:00:00",-7.53267,2.315,"W"
534,6,23910,"2007-11-26 00:00:00",4.24133,1.07583,"W"
535,8,167352,"2008-07-24 09:00:00",8.0885,-2.82717,"B"
536,2,94131,"2009-11-16 15:00:00",-19.0913,3.39933,"W"
538,2,79401,"2009-03-09 09:00:00",-8.848,2.6625,"B"
539,3,147183,"2008-12-10 13:00:00",-11.5305,0.9755,"B"
539,7,78819,"2009-03-23 13:00:00",-27.5902,-4.391,"W"
542,7,151338,"2008-09-04 16:00:00",-19.8127,7.085,"W"
552,21,1325102,"2010-12-10 15:00:00",-23.5933,4.03133,"W"
552,23,3743771,"2011-04-23 15:00:00",-37.5288,2.75333,"W"
552,23,3748564,"2011-06-02 15:00:00",-33.9793,4.78,"W"
552,31,3773918,"2011-10-10 15:00:00",-12.7302,6.95967,"W"
554,6,1279578,"2010-04-12 11:00:00",-16.2163,-4.19433,"W"
558,4,64308,"2009-12-20 04:00:00",-22.6672,9.03083,"W"
558,4,603855,"2010-02-09 04:00:00",-22.6175,4.39933,"W"
560,9,1306564,"2010-05-27 08:00:00",-22.0267,-6.114,"W"
562,2,616353,"2010-01-18 04:00:00",-25.4277,3.166,"W"
562,2,617589,"2010-02-19 04:00:00",-20.903,3.19133,"W"
562,2,1272215,"2010-05-14 04:00:00",-31.9688,2.85417,"W"
566,1,645508,"2010-03-16 13:00:00",-18.5513,3.15017,"W"
571,1,263420,"2009-03-11 13:00:00",45.2252,-15.233,"B"
575,6,151330,"2008-09-16 02:00:00",55.4147,-8.904,"W"
576,1,604730,"2010-01-23 11:00:00",-13.5833,2.26967,"W"
576,4,3798917,"2011-02-03 11:00:00",-12.853,6.57733,"W"
576,4,3783832,"2011-02-18 11:00:00",-10.7888,5.02333,"W"
578,3,38054,"2007-03-26 07:00:00",-3.34633,-0.274667,"W"
579,4,91770,"2009-11-03 12:00:00",-2.411,-2.55417,"W"
585,14,306,"2007-09-13 12:00:00",-0.581833,2.09,"W"
585,14,13711,"2007-10-04 12:00:00",5.96433,1.97667,"W"
590,4,10395,"2007-06-11 16:00:00",-14.4577,8.60767,"W"
593,5,92703,"2009-11-18 12:00:00",-6.02967,-8.03217,"W"
606,3,539293,"2008-02-04 05:00:00",71.3507,-5.0025,"B"
606,6,428734,"2008-05-25 05:00:00",85.3347,-5.25883,"W"
608,5,161168,"2008-06-29 10:00:00",-18.0605,11.909,"W"
622,2,160333,"2008-05-11 08:00:00",-6.89767,4.33933,"W"
625,1,3449,"2007-12-10 21:00:00",-14.3663,1.093,"W"
627,5,50668,"2009-08-05 15:00:00",0.635167,0.298833,"W"
631,1,23137,"2007-02-12 05:00:00",-5.11167,0.128,"W"
633,1,143321,"2006-12-23 23:00:00",6.63683,4.32517,"W"
634,1,23850,"2007-11-13 18:00:00",-24.1927,1.70917,"W"
634,1,176069,"2008-01-09 18:00:00",-27.9572,5.34733,"W"
636,2,33377,"2007-01-28 14:00:00",-28.2438,2.6305,"W"
637,1,646198,"2010-03-12 22:00:00",-35.0727,4.8685,"W"
651,3,150186,"2008-12-15 20:00:00",1.11667,2.36517,"W"
651,4,84852,"2009-01-15 20:00:00",-2.12183,2.60267,"W"
652,10,1589445,"2012-03-02 03:00:00",-15.9625,0.00466667,"W"
654,4,633635,"2010-03-10 16:00:00",-16.546,3.90333,"B"
655,2,636028,"2010-03-13 04:00:00",-25.4125,8.39933,"W"
655,4,1281224,"2010-09-12 04:00:00",-9.178,5.0325,"W"
660,1,173020,"2008-08-08 08:00:00",-20.893,2.9305,"W"
660,1,172675,"2008-08-27 08:00:00",-20.983,2.373,"W"
666,3,157734,"2008-04-11 09:00:00",-17.6258,7.71667,"W"
672,2,115989,"2009-04-14 16:00:00",4.04383,3.434,"W"
683,2,87745,"2009-11-04 02:00:00",-2.64267,1.59183,"W"
684,11,92475,"2009-11-29 04:00:00",-0.772667,3.86917,"W"
687,1,139680,"2006-11-29 21:00:00",-6.55933,3.82717,"W"
689,1,60774,"2009-12-03 01:00:00",-15.7758,-0.3975,"W"
689,1,610563,"2010-01-09 01:00:00",-20.893,-4.8625,"W"
692,1,63432,"2009-12-03 20:00:00",-16.9698,8.81433,"W"
693,2,36565,"2007-01-25 09:00:00",-7.42917,2.1735,"W"
696,2,20966,"2007-02-05 23:00:00",-10.0008,-2.46183,"W"
698,1,143695,"2006-12-04 22:00:00",-26.2438,3.95,"W"
701,1,79314,"2009-03-26 10:00:00",-3.93683,4.1205,"W"
703,1,16872,"2007-10-04 21:00:00",2.47833,-0.596333,"W"
703,3,13517,"2007-10-26 18:00:00",-16.5302,2.51467,"W"
709,1,1287865,"2010-06-14 15:00:00",0.674667,2.98517,"W"
709,1,1343579,"2010-09-06 15:00:00",-0.0643333,2.43933,"W"
713,4,1416950,"2010-07-27 06:00:00",-19.8077,2.36883,"W"
717,2,85897,"2009-01-27 13:00:00",-9.72917,0.336,"W"
720,1,1244742,"2010-04-23 01:00:00",8.01333,3.40683,"W"
721,12,1353014,"2010-03-06 21:00:00",-11.663,3.81717,"W"
741,26,1293036,"2010-09-17 16:00:00",-2.4735,-1.7975,"W"
744,4,128640,"2009-10-06 17:00:00",-17.385,0.550833,"W"
749,1,151194,"2008-09-07 10:00:00",-16.3802,1.14433,"W"
750,1,315701,"2009-01-18 14:00:00",76.9222,5.60217,"W"
751,2,246065,"2009-05-27 06:00:00",44.3575,-14.4305,"W"
753,2,477982,"2008-09-19 10:00:00",1.34683,-3.69833,"W"
761,2,32965,"2007-01-09 03:00:00",-20.2417,8.1235,"W"
764,1,88806,"2009-11-07 22:00:00",-8.3275,3.30683,"B"
772,4,404568,"2009-04-02 06:00:00",68.2347,-5.02717,"W"
773,5,175319,"2008-01-11 19:00:00",-20.8318,1.2585,"W"
783,2,456841,"2008-08-01 02:00:00",59.6835,4.19133,"W"
784,3,416397,"2009-07-08 13:00:00",51.3643,-10.5418,"W"
785,5,772,"2007-09-24 22:00:00",-17.851,-8.01667,"W"
791,13,1333791,"2010-03-14 20:00:00",-9.76,-2.18167,"B"
792,7,59938,"2009-05-16 13:00:00",-15.3622,-0.275,"W"
799,7,537531,"2008-02-16 04:00:00",55.461,-4.6235,"B"
799,11,509204,"2008-04-26 04:00:00",76.2107,-0.8385,"W"
804,2,124233,"2009-07-27 16:00:00",-4.01333,5.2875,"B"
806,9,73044,"2009-12-07 15:00:00",13.2317,-8.78883,"B"
809,1,170655,"2008-02-25 11:00:00",-14.4988,5.4105,"W"
811,1,32641,"2007-01-27 14:00:00",-15.2727,4.28517,"W"
811,1,23100,"2007-02-02 14:00:00",-15.0113,4.11133,"W"
815,12,249532,"2009-05-08 13:00:00",79.641,-3.8255,"W"
815,12,409156,"2009-07-06 13:00:00",86.3218,-8.38417,"W"
828,1,1357610,"2010-05-27 13:00:00",1.54183,-6.13067,"W"
835,4,605967,"2010-02-02 14:00:00",-18.5008,5.21683,"W"
835,6,625153,"2010-02-28 14:00:00",-15.353,4.70633,"W"
835,11,4251987,"2013-02-03 14:00:00",9.15167,-10.5788,"W"
837,2,611857,"2010-02-02 08:00:00",0.161667,-2.00683,"W"
855,2,131910,"2009-10-24 12:00:00",4.863,-2.39467,"W"
858,2,624915,"2010-02-13 04:00:00",-18.719,5.94733,"W"
858,2,1302718,"2010-04-20 04:00:00",-15.7047,4.4385,"W"
864,1,101082,"2009-06-15 14:00:00",11.2368,-21.6923,"B"
864,1,102819,"2009-06-17 11:00:00",7.60633,-12.5938,"B"
864,2,66301,"2009-12-28 12:00:00",-11.7555,-8.92683,"W"
865,10,108288,"2009-09-19 22:00:00",-37.9493,-4.339,"W"
870,1,62902,"2009-12-24 15:00:00",-28.3458,3.39667,"W"
878,13,3806696,"2011-03-25 07:00:00",-14.8367,5.503,"W"
879,1,4497,"2007-12-08 21:00:00",-16.2622,5.48933,"W"
882,10,416635,"2009-07-09 12:00:00",77.1667,-7.25667,"W"
885,1,1066,"2007-09-26 18:00:00",-9.488,1.59333,"W"
885,1,1753,"2007-09-28 18:00:00",-8.72267,1.34433,"W"
885,3,8008,"2007-12-25 18:00:00",-13.9522,-1.00333,"W"
888,2,76551,"2009-12-05 07:00:00",-17.0277,2.36717,"W"
891,1,24600,"2007-11-20 19:00:00",-24.2027,1.96167,"W"
892,3,162360,"2008-04-18 09:00:00",-18.485,11.0588,"W"
894,3,638341,"2010-03-08 06:00:00",-32.9472,-12.124,"W"
895,1,54346,"2009-02-11 17:00:00",-11.466,-3.43383,"W"
896,2,150742,"2008-09-18 10:00:00",-10.3127,5.16383,"W"
903,3,102634,"2009-06-02 14:00:00",-6.39833,1.735,"W"
904,4,71187,"2009-12-15 12:00:00",-30.0033,2.321,"W"
911,1,166881,"2008-07-23 19:00:00",-14.6558,-6.15717,"W"
911,1,155018,"2008-10-22 19:00:00",-33.8722,-10.5758,"W"
919,1,1179,"2007-09-25 01:00:00",-13.3475,5.10183,"W"
920,2,148451,"2008-12-03 19:00:00",1.845,2.67917,"W"
920,3,82765,"2009-03-09 19:00:00",4.5575,2.82167,"W"
927,3,504442,"2008-11-29 13:00:00",65.9667,2.70883,"W"
935,2,603977,"2010-02-09 09:00:00",-5.67733,2.82167,"W"
936,6,14664,"2007-10-03 23:00:00",7.77633,3.98467,"W"
945,12,110611,"2009-09-30 20:00:00",7.96717,4.22417,"W"
947,1,633001,"2010-03-14 01:00:00",-3.4185,4.376,"W"
954,2,78288,"2009-03-18 22:00:00",-58.039,7.34717,"W"
958,7,473341,"2008-09-05 03:00:00",58.2408,-9.07833,"W"
960,1,61347,"2009-12-20 18:00:00",-10.279,0.319333,"W"
965,1,174587,"2008-01-22 22:00:00",-9.63417,-1.83267,"B"
977,2,32860,"2007-01-21 06:00:00",-19.6408,7.07083,"W"
977,2,22550,"2007-02-25 18:00:00",-19.996,7.17717,"W"
977,6,18036,"2007-08-06 18:00:00",-13.1522,-6.52833,"W"
984,7,132188,"2009-10-30 13:00:00",-17.351,0.641667,"B"
985,2,136514,"2009-10-24 08:00:00",4.99417,-2.481,"W"
987,20,134931,"2009-10-26 18:00:00",-14.1208,5.036,"W"
997,2,1337510,"2010-04-28 15:00:00",-21.6055,-7.39667,"W"
999,5,46614,"2009-08-20 01:00:00",-12.0688,-4.39833,"W"
1008,10,96637,"2009-11-21 12:00:00",-48.6208,7.2935,"W"
1009,7,491083,"2008-01-09 14:00:00",63.306,9.02933,"B"
1010,7,1357006,"2010-02-01 20:00:00",-1.82017,0.498833,"B"
1013,2,63980,"2009-12-24 11:00:00",-13.113,2.1185,"W"
1013,2,625909,"2010-01-09 11:00:00",-12.6193,2.486,"W"
1019,1,151206,"2008-08-31 20:00:00",-14.5127,-3.6,"W"
1024,3,1289066,"2010-09-03 14:00:00",-2.7035,1.8225,"W"
1026,2,93800,"2009-11-08 16:00:00",5.39933,-4.19267,"W"
1027,2,32082,"2007-01-24 10:00:00",-28.2675,3.12967,"W"
1036,4,45856,"2009-08-04 19:00:00",1.3885,-3.39467,"W"
1042,1,62142,"2009-12-05 15:00:00",-16.9485,2.34083,"B"
1044,1,3726,"2007-12-12 10:00:00",-14.9997,1.118,"W"
1044,2,157612,"2008-04-04 10:00:00",-10.8847,4.06183,"W"
1058,1,1260105,"2010-04-06 00:00:00",-11.7497,3.67333,"W"
1060,1,139236,"2006-11-23 02:00:00",-5.76767,-0.808333,"W"
1060,6,19117,"2007-05-06 14:00:00",-18.2197,3.97833,"W"
1061,1,25887,"2007-11-25 19:00:00",-3.39417,-2.06883,"W"
1071,3,1300616,"2010-09-01 10:00:00",8.8935,-3.8405,"B"
1074,1,124008,"2009-07-01 18:00:00",7.03383,-1.4985,"B"
1076,4,613634,"2010-02-02 16:00:00",-6.1975,1.69183,"W"
1077,3,154747,"2008-11-13 10:00:00",5.803,1.57433,"W"
1078,2,42329,"2007-04-07 07:00:00",7.186,4.47067,"B"
1082,4,159052,"2008-06-12 09:00:00",-19.9433,8.08883,"W"
1085,1,419281,"2009-07-13 13:00:00",101.928,-19.098,"W"
1087,28,438901,"2008-07-15 15:00:00",51.686,-5.79417,"B"
1096,1,67985,"2009-12-29 19:00:00",-14.771,1.05,"B"
1101,14,1271531,"2010-02-24 19:00:00",-10.4667,-2.345,"W"
1101,14,1322298,"2010-02-26 19:00:00",-11.0865,-2.13967,"W"
1101,14,1318281,"2010-04-09 19:00:00",-24.3017,-5.221,"W"
1104,4,1275698,"2010-04-18 05:00:00",7.56833,-4.12517,"W"
1104,4,1265341,"2010-07-19 05:00:00",-10.3832,-5.21517,"W"
1106,3,1310630,"2010-05-01 07:00:00",-31.9552,2.37767,"W"
1107,2,63663,"2009-12-29 19:00:00",-17.0463,2.06417,"W"
1119,4,269261,"2009-03-18 13:00:00",43.8333,-14.0975,"W"
1121,2,129870,"2009-10-25 20:00:00",-17.8705,1.79717,"W"
1125,4,56042,"2009-02-11 16:00:00",-9.45383,-2.36583,"W"
1125,7,100610,"2009-06-20 09:00:00",6.79167,-1.85167,"W"
1125,7,120042,"2009-07-01 16:00:00",5.20683,-2.38183,"W"
1129,6,393729,"2009-04-30 14:00:00",39.9318,-17.8768,"W"
1130,3,45519,"2009-08-29 15:00:00",-0.668,1.7135,"W"
1140,7,1250291,"2010-09-15 06:00:00",6.82933,2.18017,"W"
1144,23,1362207,"2010-07-19 20:00:00",-35.4805,2.1605,"W"
1145,3,1260624,"2010-04-19 09:00:00",-23.2088,-4.50517,"W"
1146,26,95567,"2009-11-09 14:00:00",-35.8497,-5.07183,"W"
1147,2,171056,"2008-02-09 23:00:00",5.63683,0.604167,"W"
1152,6,82227,"2009-03-20 13:00:00",-13.9588,3.5985,"W"
1162,4,447716,"2008-07-19 19:00:00",47.3142,-3.32017,"W"
1162,9,153928,"2008-11-17 19:00:00",-16.2602,5.66817,"W"
1163,11,1276748,"2010-07-23 20:00:00",8.21383,-1.888,"W"
1168,3,434816,"2008-05-02 04:00:00",41.8763,-17.505,"B"
1171,2,476937,"2008-08-15 10:00:00",67.4672,4.91083,"W"
1176,2,492850,"2008-01-03 08:00:00",70.189,-5.23417,"W"
1180,5,247467,"2009-05-23 16:00:00",51.7293,-13.9047,"W"
1191,3,585919,"2010-01-15 23:00:00",70.3663,-7.906,"W"
1192,3,439614,"2008-07-12 23:00:00",40.3747,-19.6522,"W"
1195,7,294974,"2009-10-20 14:00:00",45.8633,1.53717,"W"
1197,14,3854804,"2011-08-29 14:00:00",-49.0783,8.27383,"W"
1202,16,662170,"2010-03-15 20:00:00",55.8825,-5.59517,"W"
1210,20,1074237,"2010-07-05 00:00:00",99.9188,-4.66217,"W"
1218,2,233702,"2009-08-10 02:00:00",53.8997,2.43883,"W"
1218,12,658735,"2010-03-13 02:00:00",55.703,-7.09167,"B"
1226,7,532602,"2008-06-16 08:00:00",82.0297,-1.12467,"W"
1227,5,280385,"2009-12-23 17:00:00",47.9652,-9.01633,"W"
1231,1,497372,"2008-11-14 19:00:00",56.4088,-1.54267,"W"
1242,1,570508,"2010-02-09 19:00:00",50.0275,-6.15583,"W"
1242,1,662643,"2010-03-08 19:00:00",53.083,-5.8575,"W"
1248,1,263146,"2009-03-11 11:00:00",44.578,-14.6713,"B"
1251,12,388261,"2009-09-21 19:00:00",50.666,2.14683,"W"
1251,12,389628,"2009-09-24 00:00:00",51.24,1.88017,"W"
1251,18,355325,"2009-11-15 16:00:00",52.086,6.308,"W"
1262,2,426264,"2006-12-15 16:00:00",64.5463,0.7075,"W"
1265,5,552159,"2008-12-17 04:00:00",90.5293,-0.593,"W"
1272,4,562499,"2010-01-02 00:00:00",55.20265,-5.475795,"W"
1284,4,217193,"2009-08-04 21:00:00",48.9933,-28.6255,"W"
1292,1,393136,"2009-09-07 19:00:00",54.328,0.912167,"B"
1292,6,1251747,"2010-12-10 19:00:00",-22.5285,8.53917,"W"
1295,5,488785,"2008-01-14 07:00:00",70.6485,-6.57633,"W"
1296,1,444907,"2008-07-22 18:00:00",51.7747,-1.6385,"W"
1307,1,534674,"2008-06-29 11:00:00",40.5763,-21.1727,"W"
1311,13,291856,"2009-10-25 15:00:00",48.1532,4.79917,"W"
1311,21,294599,"2009-10-29 23:00:00",48.1532,4.79917,"W"
1316,6,204228,"2007-05-17 22:00:00",46.2817,-12.5647,"W"
1323,1,469524,"2008-10-06 15:00:00",61.9222,1.55133,"W"
1326,4,491525,"2008-01-07 08:00:00",52.3427,-7.45267,"B"
1336,5,211516,"2007-03-26 01:00:00",40.6667,-3.69433,"W"
1354,7,411216,"2009-07-07 09:00:00",51.8808,-0.469667,"W"
1354,9,279490,"2009-12-06 13:00:00",93.3313,2.77967,"W"
1371,9,522284,"2008-10-17 07:00:00",51.2043,-2.01317,"W"
1376,2,271011,"2009-03-11 14:00:00",45.1585,-14.2317,"W"
1377,12,424350,"2009-07-12 10:00:00",53.8802,-3.09167,"W"
1391,9,385280,"2009-09-21 04:00:00",57.595,-3.575,"W"
1395,5,363823,"2009-06-01 05:00:00",97.2283,-3.02683,"W"
1407,1,517113,"2008-10-26 12:00:00",59.6563,2.47167,"B"
1410,5,296860,"2009-10-18 19:00:00",57.5277,3.47133,"W"
1412,2,477509,"2008-10-03 14:00:00",60.5983,1.1035,"W"
1419,10,400183,"2009-04-04 17:00:00",70.4452,-2.7385,"W"
1421,15,596609,"2010-02-24 22:00:00",49.9768,-8.39133,"W"
1424,3,532685,"2008-06-24 09:00:00",51.1483,7.6005,"B"
1425,6,203038,"2007-06-18 22:00:00",65.0838,9.4775,"W"
1440,1,220608,"2009-08-26 05:00:00",91.9522,-1.5055,"W"
