"fad_id","section","fad_class","id_point","time","geom","lon","lat"
16,1,"W",148851,2008-12-12 21:00:00,"POINT(4.92 -6.28383)",4.92,-6.28383
16,2,"W",84939,2009-01-06 21:00:00,"POINT(3.0255 -6.1705)",3.0255,-6.1705
16,1,"W",148851,2008-12-12 21:00:00,"POINT(4.92 -6.28383)",4.92,-6.28383
16,2,"W",84939,2009-01-06 21:00:00,"POINT(3.0255 -6.1705)",3.0255,-6.1705
16,1,"W",148851,2008-12-12 21:00:00,"POINT(4.92 -6.28383)",4.92,-6.28383
16,2,"W",84939,2009-01-06 21:00:00,"POINT(3.0255 -6.1705)",3.0255,-6.1705
16,1,"W",465067,2008-09-04 21:00:00,"POINT(4.89933 -4.66467)",4.89933,-4.66467
16,1,"W",465067,2008-09-04 21:00:00,"POINT(4.89933 -4.66467)",4.89933,-4.66467
16,1,"W",465067,2008-09-04 21:00:00,"POINT(4.89933 -4.66467)",4.89933,-4.66467
16,1,"W",154239,2008-11-15 21:00:00,"POINT(4.93 -5.93517)",4.93,-5.93517
16,1,"W",154239,2008-11-15 21:00:00,"POINT(4.93 -5.93517)",4.93,-5.93517
16,1,"W",154239,2008-11-15 21:00:00,"POINT(4.93 -5.93517)",4.93,-5.93517
16,1,"W",467598,2008-09-25 21:00:00,"POINT(4.32583 -5.63767)",4.32583,-5.63767
16,1,"W",467598,2008-09-25 21:00:00,"POINT(4.32583 -5.63767)",4.32583,-5.63767
16,1,"W",467598,2008-09-25 21:00:00,"POINT(4.32583 -5.63767)",4.32583,-5.63767
16,2,"W",148779,2008-12-24 21:00:00,"POINT(4.16683 -6.8305)",4.16683,-6.8305
16,2,"W",148779,2008-12-24 21:00:00,"POINT(4.16683 -6.8305)",4.16683,-6.8305
16,2,"W",148779,2008-12-24 21:00:00,"POINT(4.16683 -6.8305)",4.16683,-6.8305
18,1,"W",85554,2009-01-14 10:00:00,"POINT(-9.4875 1.31633)",-9.4875,1.31633
18,1,"W",85554,2009-01-14 10:00:00,"POINT(-9.4875 1.31633)",-9.4875,1.31633
18,1,"W",85554,2009-01-14 10:00:00,"POINT(-9.4875 1.31633)",-9.4875,1.31633
18,1,"W",84888,2009-01-26 10:00:00,"POINT(-11.4147 -0.160167)",-11.4147,-0.160167
18,1,"W",79075,2009-03-02 12:00:00,"POINT(-2.90067 4.1905)",-2.90067,4.1905
18,1,"W",84888,2009-01-26 10:00:00,"POINT(-11.4147 -0.160167)",-11.4147,-0.160167
18,1,"W",79075,2009-03-02 12:00:00,"POINT(-2.90067 4.1905)",-2.90067,4.1905
18,1,"W",84888,2009-01-26 10:00:00,"POINT(-11.4147 -0.160167)",-11.4147,-0.160167
